"","date","year","week","weekend","has_sled","user.count","rating_above","rating_near","rating_below","swe","change_swe","snow_depth","change_depth","air_temp","snow_density","lag1snow","lag2snow","lag3snow","lag4snow","past2snow","past3snow","past4snow","past5snow"
"384",2019-02-12,"w1819","Tue","weekday","sled",34,"2","2","1",9.3,0,40,0,18,23.2,0,-1,-1,-1,0,-1,-2,-3
"385",2019-02-13,"w1819","Wed","weekday","no_sled",101,"2","2","1",9.4,0.1,40,0,26,23.5,0,0,-1,-1,0,0,-1,-2
"386",2019-02-13,"w1819","Wed","weekday","sled",55,"2","2","1",9.4,0.1,40,0,26,23.5,0,0,-1,-1,0,0,-1,-2
"387",2019-02-14,"w1819","Thu","weekday","no_sled",64,"3","2","2",9.7,0.3,41,1,29,23.7,0,0,0,-1,1,1,1,0
"388",2019-02-14,"w1819","Thu","weekday","sled",22,"3","2","2",9.7,0.3,41,1,29,23.7,0,0,0,-1,1,1,1,0
"389",2019-02-15,"w1819","Fri","weekday","no_sled",80,"4","4","3",10.8,1.1,51,10,27,21.2,1,0,0,0,11,11,11,11
"390",2019-02-15,"w1819","Fri","weekday","sled",46,"4","4","3",10.8,1.1,51,10,27,21.2,1,0,0,0,11,11,11,11
"391",2019-02-16,"w1819","Sat","weekend","no_sled",3,"3","3","3",11.1,0.3,52,1,14,21.3,10,1,0,0,11,12,12,12
"392",2019-02-16,"w1819","Sat","weekend","sled",0,"3","3","3",11.1,0.3,52,1,14,21.3,10,1,0,0,11,12,12,12
"393",2019-02-17,"w1819","Sun","weekend","no_sled",76,"3","3","3",11.3,0.2,55,3,10,20.5,1,10,1,0,4,14,15,15
"394",2019-02-17,"w1819","Sun","weekend","sled",128,"3","3","3",11.3,0.2,55,3,10,20.5,1,10,1,0,4,14,15,15
"395",2019-02-18,"w1819","Mon","weekday","no_sled",37,"3","3","2",11.4,0.1,53,-2,13,21.5,3,1,10,1,1,2,12,13
"396",2019-02-18,"w1819","Mon","weekday","sled",85,"3","3","2",11.4,0.1,53,-2,13,21.5,3,1,10,1,1,2,12,13
"397",2019-02-19,"w1819","Tue","weekday","no_sled",13,"3","3","2",11.5,0.1,53,0,11,21.7,-2,3,1,10,-2,1,2,12
"398",2019-02-19,"w1819","Tue","weekday","sled",1,"3","3","2",11.5,0.1,53,0,11,21.7,-2,3,1,10,-2,1,2,12
"399",2019-02-20,"w1819","Wed","weekday","no_sled",15,"3","3","2",11.6,0.1,53,0,7,21.9,0,-2,3,1,0,-2,1,2
"400",2019-02-20,"w1819","Wed","weekday","sled",0,"3","3","2",11.6,0.1,53,0,7,21.9,0,-2,3,1,0,-2,1,2
"401",2019-02-21,"w1819","Thu","weekday","no_sled",24,"3","3","3",11.6,0,52,-1,15,22.3,0,0,-2,3,-1,-1,-3,0
"402",2019-02-21,"w1819","Thu","weekday","sled",0,"3","3","3",11.6,0,52,-1,15,22.3,0,0,-2,3,-1,-1,-3,0
"403",2019-02-22,"w1819","Fri","weekday","no_sled",50,"3","3","3",11.8,0.2,52,0,20,22.7,-1,0,0,-2,-1,-1,-1,-3
"404",2019-02-22,"w1819","Fri","weekday","sled",10,"3","3","3",11.8,0.2,52,0,20,22.7,-1,0,0,-2,-1,-1,-1,-3
"405",2019-02-23,"w1819","Sat","weekend","no_sled",449,"3","3","3",12.1,0.3,53,1,13,22.8,0,-1,0,0,1,0,0,0
"406",2019-02-23,"w1819","Sat","weekend","sled",119,"3","3","3",12.1,0.3,53,1,13,22.8,0,-1,0,0,1,0,0,0
"407",2019-02-24,"w1819","Sun","weekend","no_sled",232,"3","3","2",12.1,0,52,-1,14,23.3,1,0,-1,0,0,0,-1,-1
"408",2019-02-24,"w1819","Sun","weekend","sled",34,"3","3","2",12.1,0,52,-1,14,23.3,1,0,-1,0,0,0,-1,-1
"409",2019-02-25,"w1819","Mon","weekday","no_sled",134,"3","3","2",12.1,0,51,-1,22,23.7,-1,1,0,-1,-2,-1,-1,-2
"410",2019-02-25,"w1819","Mon","weekday","sled",37,"3","3","2",12.1,0,51,-1,22,23.7,-1,1,0,-1,-2,-1,-1,-2
"411",2019-02-26,"w1819","Tue","weekday","no_sled",182,"2","2","2",12.1,0,50,-1,27,24.2,-1,-1,1,0,-2,-3,-2,-2
"412",2019-02-26,"w1819","Tue","weekday","sled",112,"2","2","2",12.1,0,50,-1,27,24.2,-1,-1,1,0,-2,-3,-2,-2
"413",2019-02-27,"w1819","Wed","weekday","no_sled",192,"2","2","2",12.1,0,50,0,30,24.2,-1,-1,-1,1,-1,-2,-3,-2
"414",2019-02-27,"w1819","Wed","weekday","sled",125,"2","2","2",12.1,0,50,0,30,24.2,-1,-1,-1,1,-1,-2,-3,-2
"415",2019-02-28,"w1819","Thu","weekday","no_sled",169,"2","2","2",12.2,0.1,49,-1,30,24.9,0,-1,-1,-1,-1,-2,-3,-4
"416",2019-02-28,"w1819","Thu","weekday","sled",76,"2","2","2",12.2,0.1,49,-1,30,24.9,0,-1,-1,-1,-1,-2,-3,-4
"417",2019-03-01,"w1819","Fri","weekday","no_sled",60,"2","2","1",12.3,0.1,49,0,29,25.1,-1,0,-1,-1,-1,-1,-2,-3
"418",2019-03-01,"w1819","Fri","weekday","sled",38,"2","2","1",12.3,0.1,49,0,29,25.1,-1,0,-1,-1,-1,-1,-2,-3
"419",2019-03-02,"w1819","Sat","weekend","no_sled",111,"3","3","2",13,0.7,58,9,30,22.4,0,-1,0,-1,9,8,8,7
"420",2019-03-02,"w1819","Sat","weekend","sled",124,"3","3","2",13,0.7,58,9,30,22.4,0,-1,0,-1,9,8,8,7
"421",2019-03-03,"w1819","Sun","weekend","no_sled",22,"3","3","3",13.7,0.7,64,6,27,21.4,9,0,-1,0,15,15,14,14
"422",2019-03-03,"w1819","Sun","weekend","sled",49,"3","3","3",13.7,0.7,64,6,27,21.4,9,0,-1,0,15,15,14,14
"423",2019-03-04,"w1819","Mon","weekday","no_sled",42,"3","3","3",14.4,0.7,66,2,23,21.8,6,9,0,-1,8,17,17,16
"424",2019-03-04,"w1819","Mon","weekday","sled",31,"3","3","3",14.4,0.7,66,2,23,21.8,6,9,0,-1,8,17,17,16
"425",2019-03-05,"w1819","Tue","weekday","no_sled",88,"3","3","3",14.4,0,64,-2,24,22.5,2,6,9,0,0,6,15,15
"426",2019-03-05,"w1819","Tue","weekday","sled",126,"3","3","3",14.4,0,64,-2,24,22.5,2,6,9,0,0,6,15,15
"427",2019-03-06,"w1819","Wed","weekday","no_sled",36,"3","3","2",14.5,0.1,62,-2,31,23.4,-2,2,6,9,-4,-2,4,13
"428",2019-03-06,"w1819","Wed","weekday","no_sled",36,"4","4","3",14.5,0.1,62,-2,31,23.4,-2,2,6,9,-4,-2,4,13
"429",2019-03-06,"w1819","Wed","weekday","sled",87,"3","3","2",14.5,0.1,62,-2,31,23.4,-2,2,6,9,-4,-2,4,13
"430",2019-03-06,"w1819","Wed","weekday","sled",87,"4","4","3",14.5,0.1,62,-2,31,23.4,-2,2,6,9,-4,-2,4,13
"431",2019-03-07,"w1819","Thu","weekday","no_sled",9,"4","4","3",16.2,1.7,71,9,30,22.8,-2,-2,2,6,7,5,7,13
"432",2019-03-07,"w1819","Thu","weekday","sled",0,"4","4","3",16.2,1.7,71,9,30,22.8,-2,-2,2,6,7,5,7,13
"433",2019-03-08,"w1819","Fri","weekday","no_sled",33,"3","3","3",16.6,0.4,71,0,27,23.4,9,-2,-2,2,9,7,5,7
"434",2019-03-08,"w1819","Fri","weekday","sled",14,"3","3","3",16.6,0.4,71,0,27,23.4,9,-2,-2,2,9,7,5,7
"435",2019-03-09,"w1819","Sat","weekend","no_sled",61,"4","4","3",17.2,0.6,76,5,22,22.6,0,9,-2,-2,5,14,12,10
"436",2019-03-09,"w1819","Sat","weekend","sled",35,"4","4","3",17.2,0.6,76,5,22,22.6,0,9,-2,-2,5,14,12,10
"437",2019-03-10,"w1819","Sun","weekend","no_sled",130,"3","3","3",17.3,0.1,73,-3,25,23.7,5,0,9,-2,2,2,11,9
"438",2019-03-10,"w1819","Sun","weekend","sled",85,"3","3","3",17.3,0.1,73,-3,25,23.7,5,0,9,-2,2,2,11,9
"439",2019-03-11,"w1819","Mon","weekday","no_sled",75,"3","3","2",17.3,0,71,-2,29,24.4,-3,5,0,9,-5,0,0,9
"440",2019-03-11,"w1819","Mon","weekday","sled",92,"3","3","2",17.3,0,71,-2,29,24.4,-3,5,0,9,-5,0,0,9
"441",2019-03-12,"w1819","Tue","weekday","no_sled",72,"3","3","3",17.4,0.1,70,-1,32,24.9,-2,-3,5,0,-3,-6,-1,-1
"442",2019-03-12,"w1819","Tue","weekday","no_sled",72,"4","4","4",17.4,0.1,70,-1,32,24.9,-2,-3,5,0,-3,-6,-1,-1
"443",2019-03-12,"w1819","Tue","weekday","sled",76,"3","3","3",17.4,0.1,70,-1,32,24.9,-2,-3,5,0,-3,-6,-1,-1
"444",2019-03-12,"w1819","Tue","weekday","sled",76,"4","4","4",17.4,0.1,70,-1,32,24.9,-2,-3,5,0,-3,-6,-1,-1
"445",2019-03-13,"w1819","Wed","weekday","no_sled",22,"4","4","3",18.1,0.7,74,4,24,24.5,-1,-2,-3,5,3,1,-2,3
"446",2019-03-13,"w1819","Wed","weekday","sled",0,"4","4","3",18.1,0.7,74,4,24,24.5,-1,-2,-3,5,3,1,-2,3
"447",2019-03-14,"w1819","Thu","weekday","no_sled",48,"4","4","3",18.1,0,74,0,17,24.5,4,-1,-2,-3,4,3,1,-2
"448",2019-03-14,"w1819","Thu","weekday","sled",7,"4","4","3",18.1,0,74,0,17,24.5,4,-1,-2,-3,4,3,1,-2
"449",2019-03-15,"w1819","Fri","weekday","no_sled",115,"3","3","2",18.1,0,72,-2,18,25.1,0,4,-1,-2,-2,2,1,-1
"450",2019-03-15,"w1819","Fri","weekday","sled",53,"3","3","2",18.1,0,72,-2,18,25.1,0,4,-1,-2,-2,2,1,-1
"451",2019-03-16,"w1819","Sat","weekend","no_sled",272,"3","3","2",18.2,0.1,70,-2,26,26,-2,0,4,-1,-4,-4,0,-1
"452",2019-03-16,"w1819","Sat","weekend","sled",144,"3","3","2",18.2,0.1,70,-2,26,26,-2,0,4,-1,-4,-4,0,-1
"453",2019-03-17,"w1819","Sun","weekend","no_sled",268,"3","3","2",18.2,0,69,-1,28,26.4,-2,-2,0,4,-3,-5,-5,-1
"454",2019-03-17,"w1819","Sun","weekend","sled",140,"3","3","2",18.2,0,69,-1,28,26.4,-2,-2,0,4,-3,-5,-5,-1
"455",2019-03-18,"w1819","Mon","weekday","no_sled",120,"2","2","2",18.3,0.1,68,-1,29,26.9,-1,-2,-2,0,-2,-4,-6,-6
"456",2019-03-18,"w1819","Mon","weekday","sled",106,"2","2","2",18.3,0.1,68,-1,29,26.9,-1,-2,-2,0,-2,-4,-6,-6
"457",2019-03-19,"w1819","Tue","weekday","no_sled",75,"2","2","2",18.3,0,67,-1,28,27.3,-1,-1,-2,-2,-2,-3,-5,-7
"458",2019-03-19,"w1819","Tue","weekday","sled",147,"2","2","2",18.3,0,67,-1,28,27.3,-1,-1,-2,-2,-2,-3,-5,-7
"459",2019-03-20,"w1819","Wed","weekday","no_sled",106,"2","2","2",18.3,0,66,-1,30,27.7,-1,-1,-1,-2,-2,-3,-4,-6
"460",2019-03-20,"w1819","Wed","weekday","sled",199,"2","2","2",18.3,0,66,-1,30,27.7,-1,-1,-1,-2,-2,-3,-4,-6
"461",2019-03-21,"w1819","Thu","weekday","no_sled",101,"2","2","2",18.4,0.1,65,-1,33,28.3,-1,-1,-1,-1,-2,-3,-4,-5
"462",2019-03-21,"w1819","Thu","weekday","sled",180,"2","2","2",18.4,0.1,65,-1,33,28.3,-1,-1,-1,-1,-2,-3,-4,-5
"463",2019-03-22,"w1819","Fri","weekday","no_sled",88,"3","3","2",18.4,0,64,-1,28,28.8,-1,-1,-1,-1,-2,-3,-4,-5
"464",2019-03-22,"w1819","Fri","weekday","sled",63,"3","3","2",18.4,0,64,-1,28,28.8,-1,-1,-1,-1,-2,-3,-4,-5
"465",2019-03-23,"w1819","Sat","weekend","no_sled",183,"2","2","1",18.4,0,65,1,28,28.3,-1,-1,-1,-1,0,-1,-2,-3
"466",2019-03-23,"w1819","Sat","weekend","sled",161,"2","2","1",18.4,0,65,1,28,28.3,-1,-1,-1,-1,0,-1,-2,-3
"467",2019-03-24,"w1819","Sun","weekend","no_sled",122,"2","2","1",18.4,0,64,-1,29,28.8,1,-1,-1,-1,0,-1,-2,-3
"468",2019-03-24,"w1819","Sun","weekend","sled",85,"2","2","1",18.4,0,64,-1,29,28.8,1,-1,-1,-1,0,-1,-2,-3
"469",2019-03-25,"w1819","Mon","weekday","no_sled",89,"2","2","2",18.6,0.2,64,0,31,29.1,-1,1,-1,-1,-1,0,-1,-2
"470",2019-03-25,"w1819","Mon","weekday","sled",149,"2","2","2",18.6,0.2,64,0,31,29.1,-1,1,-1,-1,-1,0,-1,-2
"471",2019-03-26,"w1819","Tue","weekday","no_sled",169,"2","2","2",18.9,0.3,63,-1,36,30,0,-1,1,-1,-1,-2,-1,-2
"472",2019-03-26,"w1819","Tue","weekday","sled",80,"2","2","2",18.9,0.3,63,-1,36,30,0,-1,1,-1,-1,-2,-1,-2
"473",2019-03-27,"w1819","Wed","weekday","no_sled",170,"1","2","2",18.9,0,62,-1,42,30.5,-1,0,-1,1,-2,-2,-3,-2
"474",2019-03-27,"w1819","Wed","weekday","sled",93,"1","2","2",18.9,0,62,-1,42,30.5,-1,0,-1,1,-2,-2,-3,-2
"475",2019-03-28,"w1819","Thu","weekday","no_sled",125,"1","2","2",18.9,0,60,-2,40,31.5,-1,-1,0,-1,-3,-4,-4,-5
"476",2019-03-28,"w1819","Thu","weekday","sled",105,"1","2","2",18.9,0,60,-2,40,31.5,-1,-1,0,-1,-3,-4,-4,-5
"477",2019-03-29,"w1819","Fri","weekday","no_sled",126,"1","1","1",19,0.1,58,-2,26,32.8,-2,-1,-1,0,-4,-5,-6,-6
"478",2019-03-29,"w1819","Fri","weekday","sled",30,"1","1","1",19,0.1,58,-2,26,32.8,-2,-1,-1,0,-4,-5,-6,-6
"479",2019-03-30,"w1819","Sat","weekend","no_sled",280,"1","1","1",19.1,0.1,61,3,24,31.3,-2,-2,-1,-1,1,-1,-2,-3
"480",2019-03-30,"w1819","Sat","weekend","sled",127,"1","1","1",19.1,0.1,61,3,24,31.3,-2,-2,-1,-1,1,-1,-2,-3
"481",2019-03-31,"w1819","Sun","weekend","no_sled",126,"1","1","1",19.1,0,59,-2,24,32.4,3,-2,-2,-1,1,-1,-3,-4
"482",2019-03-31,"w1819","Sun","weekend","sled",127,"1","1","1",19.1,0,59,-2,24,32.4,3,-2,-2,-1,1,-1,-3,-4
"483",2019-04-01,"w1819","Mon","weekday","no_sled",85,"2","1","1",19.1,0,58,-1,29,32.9,-2,3,-2,-2,-3,0,-2,-4
"484",2019-04-01,"w1819","Mon","weekday","sled",116,"2","1","1",19.1,0,58,-1,29,32.9,-2,3,-2,-2,-3,0,-2,-4
"485",2019-04-02,"w1819","Tue","weekday","no_sled",61,"1","1","1",19.1,0,58,0,33,32.9,-1,-2,3,-2,-1,-3,0,-2
"486",2019-04-02,"w1819","Tue","weekday","sled",60,"1","1","1",19.1,0,58,0,33,32.9,-1,-2,3,-2,-1,-3,0,-2
"487",2019-04-03,"w1819","Wed","weekday","no_sled",58,"2","1","1",19.2,0.1,58,0,31,33.1,0,-1,-2,3,0,-1,-3,0
"488",2019-04-03,"w1819","Wed","weekday","sled",75,"2","1","1",19.2,0.1,58,0,31,33.1,0,-1,-2,3,0,-1,-3,0
"489",2019-04-04,"w1819","Thu","weekday","no_sled",96,"2","1","1",19.4,0.2,59,1,35,32.9,0,0,-1,-2,1,1,0,-2
"490",2019-04-04,"w1819","Thu","weekday","sled",67,"2","1","1",19.4,0.2,59,1,35,32.9,0,0,-1,-2,1,1,0,-2
"491",2019-04-05,"w1819","Fri","weekday","no_sled",79,"1","1","1",19.4,0,57,-2,38,34,1,0,0,-1,-1,-1,-1,-2
"492",2019-04-05,"w1819","Fri","weekday","sled",63,"1","1","1",19.4,0,57,-2,38,34,1,0,0,-1,-1,-1,-1,-2
"493",2019-04-06,"w1819","Sat","weekend","no_sled",97,"1","1","1",19.3,-0.1,57,0,35,33.9,-2,1,0,0,-2,-1,-1,-1
"494",2019-04-06,"w1819","Sat","weekend","sled",92,"1","1","1",19.3,-0.1,57,0,35,33.9,-2,1,0,0,-2,-1,-1,-1
"495",2019-04-07,"w1819","Sun","weekend","no_sled",88,"1","1","1",19.1,-0.2,57,0,37,33.5,0,-2,1,0,0,-2,-1,-1
"496",2019-04-07,"w1819","Sun","weekend","sled",60,"1","1","1",19.1,-0.2,57,0,37,33.5,0,-2,1,0,0,-2,-1,-1
"497",2019-04-08,"w1819","Mon","weekday","no_sled",73,"1","2","2",19.3,0.2,54,-3,41,35.7,0,0,-2,1,-3,-3,-5,-4
"498",2019-04-08,"w1819","Mon","weekday","sled",68,"1","2","2",19.3,0.2,54,-3,41,35.7,0,0,-2,1,-3,-3,-5,-4
"499",2019-04-09,"w1819","Tue","weekday","no_sled",27,"1","2","2",19.3,0,53,-1,43,36.4,-3,0,0,-2,-4,-4,-4,-6
"500",2019-04-09,"w1819","Tue","weekday","sled",54,"1","2","2",19.3,0,53,-1,43,36.4,-3,0,0,-2,-4,-4,-4,-6
"501",2019-04-10,"w1819","Wed","weekday","no_sled",38,"2","2","1",19,-0.3,51,-2,30,37.3,-1,-3,0,0,-3,-6,-6,-6
"502",2019-04-10,"w1819","Wed","weekday","sled",19,"2","2","1",19,-0.3,51,-2,30,37.3,-1,-3,0,0,-3,-6,-6,-6
"503",2019-04-11,"w1819","Thu","weekday","no_sled",39,"3","3","2",18.9,-0.1,53,2,20,35.7,-2,-1,-3,0,0,-1,-4,-4
"504",2019-04-11,"w1819","Thu","weekday","sled",9,"3","3","2",18.9,-0.1,53,2,20,35.7,-2,-1,-3,0,0,-1,-4,-4
"505",2019-04-12,"w1819","Fri","weekday","no_sled",96,"2","2","1",18.7,-0.2,53,0,24,35.3,2,-2,-1,-3,2,0,-1,-4
"506",2019-04-12,"w1819","Fri","weekday","sled",52,"2","2","1",18.7,-0.2,53,0,24,35.3,2,-2,-1,-3,2,0,-1,-4
"507",2019-04-13,"w1819","Sat","weekend","no_sled",94,"1","1","1",18.8,0.1,52,-1,27,36.2,0,2,-2,-1,-1,1,-1,-2
"508",2019-04-13,"w1819","Sat","weekend","sled",115,"1","1","1",18.8,0.1,52,-1,27,36.2,0,2,-2,-1,-1,1,-1,-2
"509",2019-04-14,"w1819","Sun","weekend","no_sled",54,"1","1","1",18.7,-0.1,51,-1,35,36.7,-1,0,2,-2,-2,-2,0,-2
"510",2019-04-14,"w1819","Sun","weekend","sled",82,"1","1","1",18.7,-0.1,51,-1,35,36.7,-1,0,2,-2,-2,-2,0,-2
"511",2019-04-15,"w1819","Mon","weekday","no_sled",31,NA,NA,NA,18.6,-0.1,50,-1,41,37.2,-1,-1,0,2,-2,-3,-3,-1
"512",2019-04-15,"w1819","Mon","weekday","sled",30,NA,NA,NA,18.6,-0.1,50,-1,41,37.2,-1,-1,0,2,-2,-3,-3,-1
"513",2019-12-06,"w1920","Fri","weekday","no_sled",48,"2","2","1",2.9,0.4,19,5,24,15.3,0,0,0,0,5,5,5,5
"514",2019-12-06,"w1920","Fri","weekday","sled",19,"2","2","1",2.9,0.4,19,5,24,15.3,0,0,0,0,5,5,5,5
"515",2019-12-07,"w1920","Sat","weekend","no_sled",118,"2","2","1",3,0.1,18,-1,29,16.7,5,0,0,0,4,4,4,4
"516",2019-12-07,"w1920","Sat","weekend","sled",64,"2","2","1",3,0.1,18,-1,29,16.7,5,0,0,0,4,4,4,4
"517",2019-12-08,"w1920","Sun","weekend","no_sled",103,"2","2","1",3,0,17,-1,28,17.6,-1,5,0,0,-2,3,3,3
"518",2019-12-08,"w1920","Sun","weekend","sled",27,"2","2","1",3,0,17,-1,28,17.6,-1,5,0,0,-2,3,3,3
"519",2019-12-09,"w1920","Mon","weekday","no_sled",37,"3","3","2",3.4,0.4,22,5,21,15.5,-1,-1,5,0,4,3,8,8
"520",2019-12-09,"w1920","Mon","weekday","sled",52,"3","3","2",3.4,0.4,22,5,21,15.5,-1,-1,5,0,4,3,8,8
"521",2019-12-10,"w1920","Tue","weekday","no_sled",66,"2","2","2",3.4,0,21,-1,19,16.2,5,-1,-1,5,4,3,2,7
"522",2019-12-10,"w1920","Tue","weekday","sled",47,"2","2","2",3.4,0,21,-1,19,16.2,5,-1,-1,5,4,3,2,7
"523",2019-12-11,"w1920","Wed","weekday","no_sled",57,"2","2","2",3.4,0,20,-1,22,17,-1,5,-1,-1,-2,3,2,1
"524",2019-12-11,"w1920","Wed","weekday","sled",50,"2","2","2",3.4,0,20,-1,22,17,-1,5,-1,-1,-2,3,2,1
"525",2019-12-12,"w1920","Thu","weekday","no_sled",49,"2","2","2",3.4,0,19,-1,25,17.9,-1,-1,5,-1,-2,-3,2,1
"526",2019-12-12,"w1920","Thu","weekday","sled",36,"2","2","2",3.4,0,19,-1,25,17.9,-1,-1,5,-1,-2,-3,2,1
"527",2019-12-13,"w1920","Fri","weekday","no_sled",33,"2","2","2",3.8,0.4,21,2,24,18.1,-1,-1,-1,5,1,0,-1,4
"528",2019-12-13,"w1920","Fri","weekday","sled",41,"2","2","2",3.8,0.4,21,2,24,18.1,-1,-1,-1,5,1,0,-1,4
"529",2019-12-14,"w1920","Sat","weekend","no_sled",44,"3","3","3",4.2,0.4,27,6,25,15.6,2,-1,-1,-1,8,7,6,5
"530",2019-12-14,"w1920","Sat","weekend","sled",37,"3","3","3",4.2,0.4,27,6,25,15.6,2,-1,-1,-1,8,7,6,5
"531",2019-12-15,"w1920","Sun","weekend","no_sled",94,"3","3","2",4.8,0.6,31,4,17,15.5,6,2,-1,-1,10,12,11,10
"532",2019-12-15,"w1920","Sun","weekend","sled",77,"3","3","2",4.8,0.6,31,4,17,15.5,6,2,-1,-1,10,12,11,10
"533",2019-12-16,"w1920","Mon","weekday","no_sled",41,"3","3","2",4.8,0,29,-2,6,16.6,4,6,2,-1,2,8,10,9
"534",2019-12-16,"w1920","Mon","weekday","sled",81,"3","3","2",4.8,0,29,-2,6,16.6,4,6,2,-1,2,8,10,9
"535",2019-12-17,"w1920","Tue","weekday","no_sled",28,"2","2","1",4.8,0,27,-2,8,17.8,-2,4,6,2,-4,0,6,8
"536",2019-12-17,"w1920","Tue","weekday","sled",39,"2","2","1",4.8,0,27,-2,8,17.8,-2,4,6,2,-4,0,6,8
"537",2019-12-18,"w1920","Wed","weekday","no_sled",50,"2","2","1",4.8,0,26,-1,20,18.5,-2,-2,4,6,-3,-5,-1,5
"538",2019-12-18,"w1920","Wed","weekday","sled",64,"2","2","1",4.8,0,26,-1,20,18.5,-2,-2,4,6,-3,-5,-1,5
"539",2019-12-19,"w1920","Thu","weekday","no_sled",51,"2","2","1",4.9,0.1,25,-1,21,19.6,-1,-2,-2,4,-2,-4,-6,-2
"540",2019-12-19,"w1920","Thu","weekday","sled",65,"2","2","1",4.9,0.1,25,-1,21,19.6,-1,-2,-2,4,-2,-4,-6,-2
"541",2019-12-20,"w1920","Fri","weekday","no_sled",52,"2","2","1",4.9,0,24,-1,21,20.4,-1,-1,-2,-2,-2,-3,-5,-7
"542",2019-12-20,"w1920","Fri","weekday","sled",75,"2","2","1",4.9,0,24,-1,21,20.4,-1,-1,-2,-2,-2,-3,-5,-7
"543",2019-12-21,"w1920","Sat","weekend","no_sled",113,"2","2","1",4.9,0,24,0,27,20.4,-1,-1,-1,-2,-1,-2,-3,-5
"544",2019-12-21,"w1920","Sat","weekend","sled",114,"2","2","1",4.9,0,24,0,27,20.4,-1,-1,-1,-2,-1,-2,-3,-5
"545",2019-12-22,"w1920","Sun","weekend","no_sled",128,"2","2","1",5,0.1,23,-1,31,21.7,0,-1,-1,-1,-1,-2,-3,-4
"546",2019-12-22,"w1920","Sun","weekend","sled",41,"2","2","1",5,0.1,23,-1,31,21.7,0,-1,-1,-1,-1,-2,-3,-4
"547",2019-12-23,"w1920","Mon","weekday","no_sled",91,"2","1","1",5,0,23,0,34,21.7,-1,0,-1,-1,-1,-1,-2,-3
"548",2019-12-23,"w1920","Mon","weekday","sled",128,"2","1","1",5,0,23,0,34,21.7,-1,0,-1,-1,-1,-1,-2,-3
"549",2019-12-24,"w1920","Tue","weekday","no_sled",113,"2","1","1",5,0,22,-1,30,22.7,0,-1,0,-1,-1,-2,-2,-3
"550",2019-12-24,"w1920","Tue","weekday","sled",155,"2","1","1",5,0,22,-1,30,22.7,0,-1,0,-1,-1,-2,-2,-3
"551",2019-12-25,"w1920","Wed","weekday","no_sled",132,"2","2","2",5,0,23,1,22,21.7,-1,0,-1,0,0,0,-1,-1
"552",2019-12-25,"w1920","Wed","weekday","sled",165,"2","2","2",5,0,23,1,22,21.7,-1,0,-1,0,0,0,-1,-1
"553",2019-12-26,"w1920","Thu","weekday","no_sled",142,"2","2","1",5,0,23,0,17,21.7,1,-1,0,-1,1,0,0,-1
"554",2019-12-26,"w1920","Thu","weekday","sled",226,"2","2","1",5,0,23,0,17,21.7,1,-1,0,-1,1,0,0,-1
"555",2019-12-27,"w1920","Fri","weekday","no_sled",117,"3","3","2",5.1,0.1,24,1,22,21.2,0,1,-1,0,1,2,1,1
"556",2019-12-27,"w1920","Fri","weekday","sled",169,"3","3","2",5.1,0.1,24,1,22,21.2,0,1,-1,0,1,2,1,1
"557",2019-12-28,"w1920","Sat","weekend","no_sled",149,"3","3","2",5.6,0.5,30,6,16,18.7,1,0,1,-1,7,7,8,7
"558",2019-12-28,"w1920","Sat","weekend","sled",167,"3","3","2",5.6,0.5,30,6,16,18.7,1,0,1,-1,7,7,8,7
"559",2019-12-29,"w1920","Sun","weekend","no_sled",149,"3","3","2",5.6,0,29,-1,3,19.3,6,1,0,1,5,6,6,7
"560",2019-12-29,"w1920","Sun","weekend","sled",168,"3","3","2",5.6,0,29,-1,3,19.3,6,1,0,1,5,6,6,7
"561",2019-12-30,"w1920","Mon","weekday","no_sled",98,"3","3","2",5.6,0,28,-1,3,20,-1,6,1,0,-2,4,5,5
"562",2019-12-30,"w1920","Mon","weekday","sled",164,"3","3","2",5.6,0,28,-1,3,20,-1,6,1,0,-2,4,5,5
"563",2019-12-31,"w1920","Tue","weekday","no_sled",86,"2","2","1",5.6,0,28,0,13,20,-1,-1,6,1,-1,-2,4,5
"564",2019-12-31,"w1920","Tue","weekday","sled",180,"2","2","1",5.6,0,28,0,13,20,-1,-1,6,1,-1,-2,4,5
"565",2020-01-01,"w1920","Wed","weekday","no_sled",121,"2","1","1",5.6,0,27,-1,21,20.7,0,-1,-1,6,-1,-2,-3,3
"566",2020-01-01,"w1920","Wed","weekday","sled",96,"2","1","1",5.6,0,27,-1,21,20.7,0,-1,-1,6,-1,-2,-3,3
"567",2020-01-02,"w1920","Thu","weekday","no_sled",76,"3","3","2",5.9,0.3,29,2,16,20.3,-1,0,-1,-1,1,1,0,-1
"568",2020-01-02,"w1920","Thu","weekday","sled",130,"3","3","2",5.9,0.3,29,2,16,20.3,-1,0,-1,-1,1,1,0,-1
"569",2020-01-03,"w1920","Fri","weekday","no_sled",116,"3","2","1",5.9,0,31,2,19,19,2,-1,0,-1,4,3,3,2
"570",2020-01-03,"w1920","Fri","weekday","sled",143,"3","2","1",5.9,0,31,2,19,19,2,-1,0,-1,4,3,3,2
"571",2020-01-04,"w1920","Sat","weekend","no_sled",112,"2","2","1",5.9,0,30,-1,26,19.7,2,2,-1,0,1,3,2,2
